,pers_name,event_after-date,event_before-date,event_start,event_end,display_date,event_type,pers_function,inst_name,place_name,place_count,country,# Full Address,Latitude,Longitude,comment,source,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
164,Hugo Franz Karl von Eltz (-Kempenich),#,#,1741,#,1741,Gesandtschaft,Erster Mainzer Gesandter bei der Kaiserwahl,,Frankfurt,2.0,Germany,Frankfurt Germany,"50,1109221","8,6821267",#,"Nottarp, Mindener Domprobst, S. 121",,,,,,,,,,,,
176,Hugo Franz Karl von Eltz (-Kempenich),#,#,#,#,#,Weihe,Priester,#,#,22.0,Germany,Germany,"51,165691","10,451526",#,"Nottarp, Mindener Domprobst, S. 121",,,,,,,,,,,,
177,Hugo Franz Karl von Eltz (-Kempenich),#,#,19.11.1701,#,1701,Geburt,#,#,#,22.0,Germany,Germany,"51,165691","10,451526",#,"Nottarp, Mindener Domprobst, S. 120; Schrader, S.109; Staatskalender 1779, S. 3.",,,,,,,,,,,,
187,Hugo Franz Karl von Eltz (-Kempenich),#,#,1732,#,#,Amtsausübung,Statthalter des Eichsfelds,Erzstift Mainz,Heiligenstadt,1.0,Germany,Heiligenstadt Germany,"51,3770297","10,1439107",#,"Nottarp, Mindener Domprobst, S. 121, 132; Kurmainzer Hof- und Staatskalender 1740; Kurmainzer Hof- und Staatskalender 1779, S. 3.",,,,,,,,,,,,
209,Hugo Franz Karl von Eltz (-Kempenich),#,#,#,#,#,Amtsausübung,Geheimer Rat,Erzstift Mainz,Mainz,14.0,,Kurfürstliches Schloss Mainz Germany,"50,0069542","8,2698184",#,"Kurmainzer Hof- und Staatskalender 1740; Kurzmainzer Hof- und Staatskalender 1779, S. 3.",,,,,,,,,,,,
210,Hugo Franz Karl von Eltz (-Kempenich),#,#,#,#,#,Amtsausübung,Leitender Minister,Erzstift Mainz,Mainz,14.0,Germany,Kurfürstliches Schloss Mainz Germany,"50,0069542","8,2698184",#,"Nottarp, Mindener Domprobst, S. 121",,,,,,,,,,,,
211,Hugo Franz Karl von Eltz (-Kempenich),#,#,1735,#,1735,Ernennung,Generalvikar,Erzbistum Mainz,Mainz,14.0,Germany,Kurfürstliches Schloss Mainz Germany,"50,0069542","8,2698184",#,"Nottarp, S. 121; Datum: https://kalliope-verbund.info/de/eac?eac.id=116461977 (zuletzt aufgerufen am 17.06.2022).",,,,,,,,,,,,
212,Hugo Franz Karl von Eltz (-Kempenich),#,#,1743,,#,Resignation,Generalvikar,Erzbistum Mainz,Mainz,14.0,Germany,Kurfürstliches Schloss Mainz Germany,"50,0069542","8,2698184",#,https://kalliope-verbund.info/de/eac?eac.id=116461977 (zuletzt aufgerufen am 17.06.2022).,,,,,,,,,,,,
213,Hugo Franz Karl von Eltz (-Kempenich),#,#,27.06.1779,#,1779,Tod,#,#,Mainz,14.0,Germany,Kurfürstliches Schloss Mainz Germany,"50,0069542","8,2698184","Alternativ wird der 26.03.1778 als Todesdatum angegeben, aufgrund der Nachwahl seines Nachfolgers Heinrich Wilhelm Harff von Dreyborn als Domprobst in Mainz am 26.07.1779, wird jedoch das Todesjahr 1779 (vgl. Rauch, Domkapitel Mainz, S. 177) als wahrscheinlicher angenommen (Veit, Dom Mainzherren, S. 14; sowie von Hersche, Domkapitel Mainz, S. 130).","Rauch, Dom Mainzkaoitel, S. 176; https://www.dilibri.de/dilibri/name/view/2597111 ; Nottarp, Mindener Domprobst, S.; Schrader, S. 109",,,,,,,,,,,,
260,Hugo Franz Karl von Eltz (-Kempenich),#,#,#,#,#,Amtsausübung,Kommendatarabt,Stift Pecswarad,Fünfkirchen in Niederungarn,1.0,Hungary,Stift Pecswarad Fünfkirchen in Niederungarn Hungary,"46,0727345","18,232266",#,"Nottarp, Mindener Domprobst, S. 121; Schrader, Cathedral Chapter Minden, S. 109; Staatskalender Mainzer 1740; Staatskalender Mainz 1779; Orts- und Personenverzeichnis Westfällische Zeitschrift, S. 404",,,,,,,,,,,,
264,Hugo Franz Karl von Eltz (-Kempenich),#,#,#,#,#,Aufschwörung,Stiftsherr,Stift St. Alban,Mainz,7.0,Germany,Stift St. Alban Mainz Germany,"49,99","8,28",#,"Schrader, Cathedral Chapter Minden, S. 109; Staatskalender 1779, S. 3.",,,,,,,,,,,,
278,Hugo Franz Karl von Eltz (-Kempenich),#,#,#,#,#,Wahl,Stiftsprobst,"Stift St. Martini, Donati und Nazarii",Mockstadt,1.0,,Stift St. Martini Mockstadt Germany,"50,3462735","8,9626376",#,Kurmainzer Hof- und Staatskalender 1740,,,,,,,,,,,,
280,Hugo Franz Karl von Eltz (-Kempenich),#,#,#,#,#,Aufschwörung,Stiftsherr,Stift St. Peter,Mainz,2.0,,Stift St. Peter Mainz Germany,"50,004825","8,26985",#,"Kurzmainzer Hof- und Staatskalender 1740, S. 3.",,,,,,,,,,,,
